Date,Service,Description,Cost,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Taiwan (Taipei),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Philippines (Manila),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Thailand (Bangkok),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to India (Kolkata),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to India (Delhi),0.00,
2025-11-01,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-02,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-03,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-04,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-05,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-06,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-07,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-08,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-09,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-10,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-11,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-12,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-13,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-14,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-15,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-16,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-17,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-18,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-19,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-20,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-21,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-22,Elastic Load Balancing,GB for  in Middle East (Bahrain),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Poland (Warsaw),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Germany (Hamburg),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Oman (Muscat),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to New Zealand (Auckland),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) datatransfer to Argentina (Buenos Aires),0.00,
2025-11-01,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-02,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-03,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-04,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-05,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-06,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-07,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-08,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-09,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-10,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-11,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-12,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-13,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-14,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-15,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-16,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-17,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-18,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-19,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-20,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-21,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-22,Elastic Load Balancing,GB - Asia Pacific (Seoul) data transfer to Australia (Perth),0.00,
2025-11-01,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-02,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-03,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-04,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-05,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-06,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-07,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-08,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-09,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-10,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-11,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-12,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-13,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-14,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-15,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-16,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-17,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-18,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-19,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-20,S3,GB - first 10 TB / month data transfer out beyond the global free tier,87.65,
2025-11-21,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-22,S3,GB - first 10 TB / month data transfer out beyond the global free tier,0.00,
2025-11-01,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-02,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-03,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-04,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-05,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-06,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-07,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-08,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-09,S3,GB - first 50 TB / month of storage used,0.00,
2025-11-10,S3,GB - first 50 TB / month of storage used,0.00,
